"ID","Race","Gender","Afqt80","Afqt89","Afqt_06","Voted","PolitAffil","PolitStrength","ClosestParty","FollowsPolit","FedGovActsForPpl","label","Afqt06","Polit_Strength","Follows_Polit","Polit_Affil","Closest_Party","Intell","Strength","Orientation"
"12263","3","2",".",".",".",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79",".",".",".",".",".",".",".","."
"12264","3","2","58","59","54409",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","54.409",".",".",".",".","54.409",".","."
"12265","3","2","74","74","78779",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","78.779",".",".",".",".","78.779",".","."
"12266","3","1","42","39","42157",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","42.157",".",".",".",".","42.157",".","."
"12267","3","2","34","42","43756",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","43.756",".",".",".",".","43.756",".","."
"12268","3","2","65","61","70920",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","70.92",".",".",".",".","70.92",".","."
"12269","1","2","30","24","39412","0.718201162","1","1",".","3","2","RACL/ETHNIC COHORT /SCRNR 79","39.412","0.8329071367","-0.3237158","-1",".","39.412","0.4091308328","-1"
"12270","3","2","91","84","80602",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","80.602",".",".",".",".","80.602",".","."
"12271","3","2","99","99","99003",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","99.003",".",".",".",".","99.003",".","."
"12272","3","2","91","88","83310",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","83.31",".",".",".",".","83.31",".","."
"12273","3","2","69","67","44521",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","44.521",".",".",".",".","44.521",".","."
"12274","3","1","87","87","74048",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","74.048",".",".",".",".","74.048",".","."
"12275","3","1","99","98","95608",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","95.608",".",".",".",".","95.608",".","."
"12276","3","1","46","54","63209",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","63.209",".",".",".",".","63.209",".","."
"12277","3","1","25","32","26916",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","26.916",".",".",".",".","26.916",".","."
"12278","1","2","27","21","28024","-0.05481221","2","2",".","3","3","RACL/ETHNIC COHORT /SCRNR 79","28.024","-1.200377928","-0.3237158","1",".","28.024","-0.526301979","1"
"12279","1","2","62","52","42195",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","42.195",".",".",".",".","42.195",".","."
"12280","2","1","27","31","19957","0.718201162","1","1",".","2","4","RACL/ETHNIC COHORT /SCRNR 79","19.957","0.8329071367","0.510399862","-1",".","19.957","0.6871693869","-1"
"12281","2","2","24","17","13613","0.718201162","1","2",".","4","4","RACL/ETHNIC COHORT /SCRNR 79","13.613","-1.200377928","-1.157831463","-1",".","13.613","-0.54666941","-1"
"12282","1","2","41","29","33225","-1.600838954","2","2",".","2","4","RACL/ETHNIC COHORT /SCRNR 79","33.225","-1.200377928","0.510399862","1",".","33.225","-0.763605673","1"
"12283","1","1","30","25","27757",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","27.757",".",".",".",".","27.757",".","."
"12284","1","2","76","72","70098","0.718201162","2","2",".","3","3","RACL/ETHNIC COHORT /SCRNR 79","70.098","-1.200377928","-0.3237158","1",".","70.098","-0.268630856","1"
"12285","3","2","26","29","37380",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","37.38",".",".",".",".","37.38",".","."
"12286","3","2","18","11","16760",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","16.76",".",".",".",".","16.76",".","."
"12287","3","1","62","52","54436",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","54.436",".",".",".",".","54.436",".","."
"12288","1","1",".",".",".","-1.600838954","1","2",".","2","4","RACL/ETHNIC COHORT /SCRNR 79",".","-1.200377928","0.510399862","-1",".",".","-0.763605673","-1"
"12289","3","1","17","17","14198",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","14.198",".",".",".",".","14.198",".","."
"12290","3","1","4","4","908",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","0.908",".",".",".",".","0.908",".","."
"12291","3","2","7","8","9215",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","9.215",".",".",".",".","9.215",".","."
"12292","3","2","46","50","51586",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","51.586",".",".",".",".","51.586",".","."
"12293","1","2","9","10","9484",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","9.484",".",".",".",".","9.484",".","."
"12294","3","2","27","26","23179",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","23.179",".",".",".",".","23.179",".","."
"12295","3","1","68","69","80659",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","80.659",".",".",".",".","80.659",".","."
"12296","3","1","4","6","9044",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","9.044",".",".",".",".","9.044",".","."
"12297","3","1","11","12","16858",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","16.858",".",".",".",".","16.858",".","."
"12298","3","1","64","74","79366",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","79.366",".",".",".",".","79.366",".","."
"12299","3","1","7","6","3133",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","3.133",".",".",".",".","3.133",".","."
"12300","2","1","1","4","4134","-1.600838954","3",".","2","4","4","RACL/ETHNIC COHORT /SCRNR 79","4.134",".","-1.157831463",".","-1","4.134","-1.379335208","-1"
"12301","3","1","30","27","33501",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","33.501",".",".",".",".","33.501",".","."
"12302","3","1","3","2","2193",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","2.193",".",".",".",".","2.193",".","."
"12303","2","2","21","19","20629","0.718201162","1","1",".","2","3","RACL/ETHNIC COHORT /SCRNR 79","20.629","0.8329071367","0.510399862","-1",".","20.629","0.6871693869","-1"
"12304","2","2","4","3","3310","-0.05481221","1","1",".","2","1","RACL/ETHNIC COHORT /SCRNR 79","3.31","0.8329071367","0.510399862","-1",".","3.31","0.4294982629","-1"
"12305","2","1","12","10","12200","-1.600838954","1","1",".","1","4","RACL/ETHNIC COHORT /SCRNR 79","12.2","0.8329071367","1.3445155243","-1",".","12.2","0.1921945691","-1"
"12306","3","2","42","35","37172",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","37.172",".",".",".",".","37.172",".","."
"12307","3","2","20","19","26598",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","26.598",".",".",".",".","26.598",".","."
"12308","3","1","14","17","25036",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","25.036",".",".",".",".","25.036",".","."
"12309","3","2","9","13","19358",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","19.358",".",".",".",".","19.358",".","."
"12310","3","1","1","1","0",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","0",".",".",".",".","0",".","."
"12311","3","1","20","18","20751",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","20.751",".",".",".",".","20.751",".","."
"12312","3","1","65","61","60842",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","60.842",".",".",".",".","60.842",".","."
"12313","3","1","64","72","61504",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","61.504",".",".",".",".","61.504",".","."
"12314","3","2",".",".",".",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79",".",".",".",".",".",".",".","."
"12315","3","1","72","65","74123",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","74.123",".",".",".",".","74.123",".","."
"12316","3","2","83","75","81567",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","81.567",".",".",".",".","81.567",".","."
"12317","3","1",".",".",".",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79",".",".",".",".",".",".",".","."
"12318","3","1","16","21","26864",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","26.864",".",".",".",".","26.864",".","."
"12319","3","2","46","43","35042",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","35.042",".",".",".",".","35.042",".","."
"12320","3","2","30","43","53440",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","53.44",".",".",".",".","53.44",".","."
"12321","3","2","10","8","6395",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","6.395",".",".",".",".","6.395",".","."
"12322","3","2","49","51","44195",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","44.195",".",".",".",".","44.195",".","."
"12323","3","1","28","27","36245",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","36.245",".",".",".",".","36.245",".","."
"12324","3","1","26","18","29493",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","29.493",".",".",".",".","29.493",".","."
"12325","3","1","25","25","33549",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","33.549",".",".",".",".","33.549",".","."
"12326","3","1","4","2","5784",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","5.784",".",".",".",".","5.784",".","."
"12327","3","1","5","6","5694",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","5.694",".",".",".",".","5.694",".","."
"12328","3","2","38","35","50319",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","50.319",".",".",".",".","50.319",".","."
"12329","3","2","53","61","66809",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","66.809",".",".",".",".","66.809",".","."
"12330","3","2","16","17","16318",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","16.318",".",".",".",".","16.318",".","."
"12331","3","1","15","18","21884",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","21.884",".",".",".",".","21.884",".","."
"12332","3","2","62","64","64333",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","64.333",".",".",".",".","64.333",".","."
"12333","3","2","36","46","47635",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","47.635",".",".",".",".","47.635",".","."
"12334","3","2","16","13","12238",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","12.238",".",".",".",".","12.238",".","."
"12335","3","1",".",".","1869",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","1.869",".",".",".",".","1.869",".","."
"12336","3","2","49","61","67385",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","67.385",".",".",".",".","67.385",".","."
"12337","3","2","82","73","73857",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","73.857",".",".",".",".","73.857",".","."
"12338","3","1","42","47","58531",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","58.531",".",".",".",".","58.531",".","."
"12339","3","2","84","89","95597",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","95.597",".",".",".",".","95.597",".","."
"12340","3","2","77","69","61261",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","61.261",".",".",".",".","61.261",".","."
"12341","3","1","4","5","11512",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","11.512",".",".",".",".","11.512",".","."
"12342","3","1","5","7","13187",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","13.187",".",".",".",".","13.187",".","."
"12343","3","1","83","82","87805",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","87.805",".",".",".",".","87.805",".","."
"12344","3","2","83","85","86968",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","86.968",".",".",".",".","86.968",".","."
"12345","3","1","86","93","97922",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","97.922",".",".",".",".","97.922",".","."
"12346","3","2","94","90","88523",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","88.523",".",".",".",".","88.523",".","."
"12347","3","2","82","81","82453",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","82.453",".",".",".",".","82.453",".","."
"12348","3","1","38","34","25616",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","25.616",".",".",".",".","25.616",".","."
"12349","3","2","78","66","75852",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","75.852",".",".",".",".","75.852",".","."
"12350","3","1","38","29","36969",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","36.969",".",".",".",".","36.969",".","."
"12351","3","2","54","64","73604",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","73.604",".",".",".",".","73.604",".","."
"12352","3","2","29","27","33189",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","33.189",".",".",".",".","33.189",".","."
"12353","3","1","5","5","3907",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","3.907",".",".",".",".","3.907",".","."
"12354","3","1","75","76","85509",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","85.509",".",".",".",".","85.509",".","."
"12355","3","1","73","77","84481",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","84.481",".",".",".",".","84.481",".","."
"12356","3","2","65","68","66607",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","66.607",".",".",".",".","66.607",".","."
"12357","3","2","71","72","70685",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","70.685",".",".",".",".","70.685",".","."
"12358","3","1","43","43","46260",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","46.26",".",".",".",".","46.26",".","."
"12359","3","2","83","73","77781",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","77.781",".",".",".",".","77.781",".","."
"12360","3","2","34","35","35506",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","35.506",".",".",".",".","35.506",".","."
"12361","3","1","54","47","47564",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","47.564",".",".",".",".","47.564",".","."
"12362","3","2","65","49","41163",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","41.163",".",".",".",".","41.163",".","."
"12363","3","2","17","15","19556",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","19.556",".",".",".",".","19.556",".","."
"12364","3","1","82","71","78380",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","78.38",".",".",".",".","78.38",".","."
"12365","3","2","83","80","81504",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","81.504",".",".",".",".","81.504",".","."
"12366","3","2","26","26","30129",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","30.129",".",".",".",".","30.129",".","."
"12367","3","1","6","7","11180",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","11.18",".",".",".",".","11.18",".","."
"12368","3","2","9","13","7682",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","7.682",".",".",".",".","7.682",".","."
"12369","3","1","28","24","20602",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","20.602",".",".",".",".","20.602",".","."
"12370","3","2","2","1","3188",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","3.188",".",".",".",".","3.188",".","."
"12371","3","1",".",".","5498",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","5.498",".",".",".",".","5.498",".","."
"12372","3","1","1","1","1281",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","1.281",".",".",".",".","1.281",".","."
"12373","3","2","21","20","24289",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","24.289",".",".",".",".","24.289",".","."
"12374","3","1",".",".",".",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79",".",".",".",".",".",".",".","."
"12375","3","1","26","32","35385",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","35.385",".",".",".",".","35.385",".","."
"12376","3","1","27","28","36552",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","36.552",".",".",".",".","36.552",".","."
"12377","3","1","57","65","70223",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","70.223",".",".",".",".","70.223",".","."
"12378","3","1","25","21","17559",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","17.559",".",".",".",".","17.559",".","."
"12379","3","2","35","47","53719",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","53.719",".",".",".",".","53.719",".","."
"12380","3","1","63","72","79163",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","79.163",".",".",".",".","79.163",".","."
"12381","3","2","63","84","81026",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","81.026",".",".",".",".","81.026",".","."
"12382","3","2","37","25","23878",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","23.878",".",".",".",".","23.878",".","."
"12383","3","2","16","12","6307",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","6.307",".",".",".",".","6.307",".","."
"12384","3","2","6","10","13912",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","13.912",".",".",".",".","13.912",".","."
"12385","3","1","48","61","46380",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","46.38",".",".",".",".","46.38",".","."
"12386","3","1","25","25","27375",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","27.375",".",".",".",".","27.375",".","."
"12387","3","1","6","6","16013",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","16.013",".",".",".",".","16.013",".","."
"12388","3","2","43","49","57902",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","57.902",".",".",".",".","57.902",".","."
"12389","3","2","37","37","42867",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","42.867",".",".",".",".","42.867",".","."
"12390","3","2","43","48","49939",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","49.939",".",".",".",".","49.939",".","."
"12391","3","2","21","24","31213",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","31.213",".",".",".",".","31.213",".","."
"12392","3","2","6","6","13379",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","13.379",".",".",".",".","13.379",".","."
"12393","3","2","44","56","70186",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","70.186",".",".",".",".","70.186",".","."
"12394","3","1","26","27","23877",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","23.877",".",".",".",".","23.877",".","."
"12395","3","2","30","28","32035",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","32.035",".",".",".",".","32.035",".","."
"12396","3","1","86","71","69991",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","69.991",".",".",".",".","69.991",".","."
"12397","3","1","69","61","65150",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","65.15",".",".",".",".","65.15",".","."
"12398","3","2","79","77","77317",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","77.317",".",".",".",".","77.317",".","."
"12399","3","1","16","18","21364",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","21.364",".",".",".",".","21.364",".","."
"12400","3","1","2","2","5379",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","5.379",".",".",".",".","5.379",".","."
"12401","3","1","3","2","2435",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","2.435",".",".",".",".","2.435",".","."
"12402","3","2","10","8","7310",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","7.31",".",".",".",".","7.31",".","."
"12403","3","1","5","6","11927",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","11.927",".",".",".",".","11.927",".","."
"12404","3","1","1","1","9717",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","9.717",".",".",".",".","9.717",".","."
"12405","3","1",".",".",".",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79",".",".",".",".",".",".",".","."
"12406","3","1","43","50","57594",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","57.594",".",".",".",".","57.594",".","."
"12407","3","1","16","16","17396",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","17.396",".",".",".",".","17.396",".","."
"12408","3","2","63","50","48874",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","48.874",".",".",".",".","48.874",".","."
"12409","3","2","13","10","18526",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","18.526",".",".",".",".","18.526",".","."
"12410","3","1","28","42","37118",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","37.118",".",".",".",".","37.118",".","."
"12411","3","1","38","51","51868",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","51.868",".",".",".",".","51.868",".","."
"12412","3","1","17","29","24641",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","24.641",".",".",".",".","24.641",".","."
"12413","3","1","6","9","5414",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","5.414",".",".",".",".","5.414",".","."
"12414","3","1","42","35","30929",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","30.929",".",".",".",".","30.929",".","."
"12415","3","1","83","86","85333",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","85.333",".",".",".",".","85.333",".","."
"12416","3","2","10","17","17642",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","17.642",".",".",".",".","17.642",".","."
"12417","3","2","51","51","53167",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","53.167",".",".",".",".","53.167",".","."
"12418","3","1","43","58","66960",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","66.96",".",".",".",".","66.96",".","."
"12419","3","2","25","24","17261",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","17.261",".",".",".",".","17.261",".","."
"12420","3","1","32","35","30033",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","30.033",".",".",".",".","30.033",".","."
"12421","3","2","80","73","71668",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","71.668",".",".",".",".","71.668",".","."
"12422","3","1","10","15","14845",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","14.845",".",".",".",".","14.845",".","."
"12423","3","1","17","21","20527",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","20.527",".",".",".",".","20.527",".","."
"12424","3","2","22","27","46298",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","46.298",".",".",".",".","46.298",".","."
"12425","3","1","1","3","6520",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","6.52",".",".",".",".","6.52",".","."
"12426","3","2","72","73","68963",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","68.963",".",".",".",".","68.963",".","."
"12427","3","1","2","3","2579",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","2.579",".",".",".",".","2.579",".","."
"12428","3","1","40","34","44262",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","44.262",".",".",".",".","44.262",".","."
"12429","3","2","23","28","26765",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","26.765",".",".",".",".","26.765",".","."
"12430","3","2","16","11","14566",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","14.566",".",".",".",".","14.566",".","."
"12431","3","2","67","61","44137",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","44.137",".",".",".",".","44.137",".","."
"12432","3","1","14","11","12781",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","12.781",".",".",".",".","12.781",".","."
"12433","3","1","99","87","83498",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","83.498",".",".",".",".","83.498",".","."
"12434","3","2",".",".",".",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79",".",".",".",".",".",".",".","."
"12435","3","1","12","13","25511",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","25.511",".",".",".",".","25.511",".","."
"12436","3","1","26","22","31255",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","31.255",".",".",".",".","31.255",".","."
"12437","3","1","87","93","97020",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","97.02",".",".",".",".","97.02",".","."
"12438","3","1","26","24","36271",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","36.271",".",".",".",".","36.271",".","."
"12439","3","2","23","27","50576",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","50.576",".",".",".",".","50.576",".","."
"12440","3","1","45","56","61575",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","61.575",".",".",".",".","61.575",".","."
"12441","3","1","37","38","49932",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","49.932",".",".",".",".","49.932",".","."
"12442","3","2","59","53","42525",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","42.525",".",".",".",".","42.525",".","."
"12443","3","1","6","1","4066",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","4.066",".",".",".",".","4.066",".","."
"12444","3","2","53","53","53790",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","53.79",".",".",".",".","53.79",".","."
"12445","3","1","7","8","13413",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","13.413",".",".",".",".","13.413",".","."
"12446","3","2","87","86","85106",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","85.106",".",".",".",".","85.106",".","."
"12447","3","2","52","42","38912",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","38.912",".",".",".",".","38.912",".","."
"12448","3","1","27","30","40908",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","40.908",".",".",".",".","40.908",".","."
"12449","3","2",".",".",".",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79",".",".",".",".",".",".",".","."
"12450","3","1",".",".",".",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79",".",".",".",".",".",".",".","."
"12451","3","1","50","44","33259",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","33.259",".",".",".",".","33.259",".","."
"12452","3","1","52","38","44048",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","44.048",".",".",".",".","44.048",".","."
"12453","3","2","73","80","65715",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","65.715",".",".",".",".","65.715",".","."
"12454","3","2","23","21","31690",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","31.69",".",".",".",".","31.69",".","."
"12455","3","1","2","4","3860",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","3.86",".",".",".",".","3.86",".","."
"12456","1","2","45","36","41960",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","41.96",".",".",".",".","41.96",".","."
"12457","3","2","1","1","1921",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","1.921",".",".",".",".","1.921",".","."
